course_id,short_name,long_name,account_id,term_id,status,integration_id,course_format
202710MA1120210320,MA 112 02,Plane Trigonometry,MCIS,202710,active,20271010320,on_campus
202710PE1080110321,PE 108 01,Beginning Swimming,HPER,202710,active,20271010321,on_campus
202710ED1020410322,ED 102 04,General Psychology,ED,202710,active,20271010322,on_campus
202710PS216E0110323,PS 216 E01,State & Local Government,SS,202710,active,20271010323,online
202710PE1100110324,PE 110 01,Adv Swim & Water Safety,HPER,202710,active,20271010324,on_campus
202710PE2010110325,PE 201 01,Individual & Dual Sports,HPER,202710,active,20271010325,on_campus
202710PL101E0110326,PL 101 E01,Introduction to Legal Studies,ROOT,202710,active,20271010326,online
202710PE204E0110327,PE 204 E01,"Founda of Heal, Phy Edu & Recr",HPER,202710,active,20271010327,online
202710PL3150110328,PL 315 01,Law Office Practice &Procedure,ROOT,202710,active,20271010328,on_campus
202710PE303E0110329,PE 303 E01,Phy. of Exercise,HPER,202710,active,20271010329,online
202710PE3070110330,PE 307 01,Adapted P E & Recreation,HPER,202710,active,20271010330,on_campus
202710PS2010110331,PS 201 01,Ameri National Government,SS,202710,active,20271010331,on_campus
202710PE3070210332,PE 307 02,Adapted P E & Recreation,HPER,202710,active,20271010332,on_campus
202710PE402E0110333,PE 402 E01,Measurement/Evalu in HPER K-12,HPER,202710,active,20271010333,online
202710ED1020510334,ED 102 05,General Psychology,ED,202710,active,20271010334,on_campus
202710PS2160110335,PS 216 01,State & Local Government,SS,202710,active,20271010335,on_campus
202710ED102E0110336,ED 102 E01,General Psychology,ED,202710,active,20271010336,online
202710PS3490110337,PS 349 01,Constitutional Law,SS,202710,active,20271010337,on_campus
202710MA1910110338,MA 191 01,Mathematics Seminar,MCIS,202710,active,20271010338,on_campus
202710ED105E0110339,ED 105 E01,Education Computing,ED,202710,active,20271010339,online
202710PS355E0110340,PS 355 E01,Political Philosophy I,SS,202710,active,20271010340,online
202710MA2990110341,MA 299 01,Calculus I with Mathematica,MCIS,202710,active,20271010341,on_campus
202710PS471E0110342,PS 471 E01,International Relations,SS,202710,active,20271010342,online
202710ED3020110343,ED 302 01,Educational Psychology,ED,202710,active,20271010343,on_campus
202710MA3000110344,MA 300 01,Calculus II,MCIS,202710,active,20271010344,on_campus
202710SO2110110345,SO 211 01,Intro to Sociology,SS,202710,active,20271010345,on_campus
202710ED305E0110346,ED 305 E01,Test & Measurement,ED,202710,active,20271010346,online
202710SO212E0110347,SO 212 E01,Social Problems,SS,202710,active,20271010347,online
202710MA3010110348,MA 301 01,Calculus III,MCIS,202710,active,20271010348,on_campus
202710SO2130110349,SO 213 01,Social Psychology,SS,202710,active,20271010349,on_campus
202710ED3800110350,ED 380 01,Instructional Planning,ED,202710,active,20271010350,on_campus
202710MA302HE110351,MA 302 HE1,Elementary Statistics,MCIS,202710,active,20271010351,blended
202710ED4040110352,ED 404 01,Social Science for Children,ED,202710,active,20271010352,on_campus
202710SO3010110353,SO 301 01,Ethnography,SS,202710,active,20271010353,on_campus
202710ED4050110354,ED 405 01,Directd Tchng: Grades K-4; 4-8,ED,202710,active,20271010354,on_campus
202710ED4090110355,ED 409 01,Directed Tchng-Secondary Schls,ED,202710,active,20271010355,on_campus
202710MA3110110356,MA 311 01,Modern Geometry I,MCIS,202710,active,20271010356,on_campus
202710SO3030110357,SO 303 01,Sociology of the Family,SS,202710,active,20271010357,on_campus
202710ED4200110358,ED 420 01,Classroom Management,ED,202710,active,20271010358,on_campus
202710MA3170110359,MA 317 01,Analysis I,MCIS,202710,active,20271010359,on_campus
202710ED4910110360,ED 491 01,Pre Student Teaching Seminar,ED,202710,active,20271010360,on_campus
202710MA3330110361,MA 333 01,Concepts of Mathematics III,MCIS,202710,active,20271010361,on_campus
202710MA4010110362,MA 401 01,Abstract Algebra I,MCIS,202710,active,20271010362,on_campus
202710RD2140110363,RD 214 01,Early Literacy I,ED,202710,active,20271010363,on_campus
202710RD4110110364,RD 411 01,Diagnostic & Remedial Reading,ED,202710,active,20271010364,on_campus
202710MA4510110365,MA 451 01,Senior Project Mathematics,MCIS,202710,active,20271010365,on_campus
202710RD4130110366,RD 413 01,Met & Mat for Teach Lng Art/Li,ED,202710,active,20271010366,on_campus
202710RD4300110367,RD 430 01,Reading in the Content Area,ED,202710,active,20271010367,on_campus
202710SE3250110368,SE 325 01,Educating Except Child&Youth,ED,202710,active,20271010368,on_campus
202710ED5020110369,ED 502 01,Classroom Mgmt/Organization,ED,202710,active,20271010369,on_campus
202710ED5030110370,ED 503 01,Dvlpmnt/Assessment/Evaluation,ED,202710,active,20271010370,on_campus
202710ED5070110371,ED 507 01,Dimensions Learning/Internship,ED,202710,active,20271010371,on_campus
202710ED5280110372,ED 528 01,Language & Communication Arts,ED,202710,active,20271010372,on_campus
202710ED5400110373,ED 540 01,Effective Teaching Strategies,ED,202710,active,20271010373,on_campus
202710EN100BA10374,EN 100B A,Intermediate English,EN,202710,active,20271010374,on_campus
202710SE5500110375,SE 550 01,Assmt/Indiv Prgrmg Chldrn Disa,ED,202710,active,20271010375,on_campus
202710EN100BB10376,EN 100B B,Intermediate English,EN,202710,active,20271010376,on_campus
202710ED5990110377,ED 599 01,Comprehensive Examination,ED,202710,active,20271010377,on_campus
202710EN100BC10378,EN 100B C,Intermediate English,EN,202710,active,20271010378,on_campus
202710CJ2810110379,CJ 281 01,Intro Criminal Justice System,CJ,202710,active,20271010379,on_campus
202710EN100BD10380,EN 100B D,Intermediate English,EN,202710,active,20271010380,on_campus
202710EN100BE10381,EN 100B E,Intermediate English,EN,202710,active,20271010381,on_campus
202710CJ3830110382,CJ 383 01,Criminal Law,CJ,202710,active,20271010382,on_campus
202710EN101A10383,EN 101 A,Freshman Composition,EN,202710,active,20271010383,on_campus
202710CJ3850110384,CJ 385 01,Court Systems & Practices,CJ,202710,active,20271010384,on_campus
202710EN101B10385,EN 101 B,Freshman Composition,EN,202710,active,20271010385,on_campus
202710EN101C10386,EN 101 C,Freshman Composition,EN,202710,active,20271010386,on_campus
202710EN101D10387,EN 101 D,Freshman Composition,EN,202710,active,20271010387,on_campus
202710EN101E10388,EN 101 E,Freshman Composition,EN,202710,active,20271010388,on_campus
202710EN1010110389,EN 101 01,Freshman Composition,EN,202710,active,20271010389,on_campus
202710EN1010210390,EN 101 02,Freshman Composition,EN,202710,active,20271010390,on_campus
202710CJ3870110391,CJ 387 01,Juvenile Justice Systems/Pract,CJ,202710,active,20271010391,on_campus
202710EN1010310392,EN 101 03,Freshman Composition,EN,202710,active,20271010392,on_campus
202710CJ3890110393,CJ 389 01,Criminal Investigations,CJ,202710,active,20271010393,on_campus
202710EN1010410394,EN 101 04,Freshman Composition,EN,202710,active,20271010394,on_campus
202710CJ3900110395,CJ 390 01,Intro Statistics Criminal Just,CJ,202710,active,20271010395,on_campus
202710EN1010510396,EN 101 05,Freshman Composition,EN,202710,active,20271010396,on_campus
202710EN1020110397,EN 102 01,Freshman Composition,EN,202710,active,20271010397,on_campus
202710CJ394E0110398,CJ 394 E01,Terrorism,CJ,202710,active,20271010398,online
202710EN1020210399,EN 102 02,Freshman Composition,EN,202710,active,20271010399,on_campus
202710CJ4800110400,CJ 480 01,Adm/Mgmt Criminal Justice Org,CJ,202710,active,20271010400,on_campus
202710EN1020310401,EN 102 03,Freshman Composition,EN,202710,active,20271010401,on_campus
202710CJ490E0110402,CJ 490 E01,Criminal Justice Ethics Career,CJ,202710,active,20271010402,online
202710EN1020410403,EN 102 04,Freshman Composition,EN,202710,active,20271010403,on_campus
202710CJ550E0110404,CJ 550 E01,Criminal Justice Sys-An Overvi,CJ,202710,active,20271010404,online
202710CJ560E0110405,CJ 560 E01,Seminar in Criminological Theo,CJ,202710,active,20271010405,online
202710CJ564E0110406,CJ 564 E01,Seminar in Corrections,CJ,202710,active,20271010406,online
202710EN201E0110407,EN 201 E01,World Literature,EN,202710,active,20271010407,online
202710CJ593E0110408,CJ 593 E01,Seminar in Police & Society,CJ,202710,active,20271010408,online
202710EN201E0210409,EN 201 E02,World Literature,EN,202710,active,20271010409,online
202710CJ597E0110410,CJ 597 E01,Seminar in Terrorism,CJ,202710,active,20271010410,online
202710EN3530110411,EN 353 01,Poetry Writing II,EN,202710,active,20271010411,on_campus
202710CJ615E0110412,CJ 615 E01,Advanced Research Methods,CJ,202710,active,20271010412,online
202710EN361HE110413,EN 361 HE1,American Literature,EN,202710,active,20271010413,blended
202710EN373HE110414,EN 373 HE1,Adolescent Literature,EN,202710,active,20271010414,blended
202710EN4500110415,EN 450 01,Senior Research Project,EN,202710,active,20271010415,on_campus
202710EN4530110416,EN 453 01,Poetry Writing III,EN,202710,active,20271010416,on_campus
202710RP5040110417,RP 504 01,Rural Comm & Econom. Develop.,SS,202710,active,20271010417,on_campus
202710EN468A0110418,EN 468A 01,Internships,EN,202710,active,20271010418,on_campus
202710RP503E0110419,RP 503 E01,"Rural Pol. Plan., Eval. & Anal",SS,202710,active,20271010419,online
202710RP5070110420,RP 507 01,Research Meth. for Pub. Policy,SS,202710,active,20271010420,on_campus
202710SA1010110421,SA 101 01,Elementary Spanish,EN,202710,active,20271010421,on_campus
202710RP5220110422,RP 522 01,Nonprofit Manage. & Leadership,SS,202710,active,20271010422,on_campus
202710PS201HE110423,PS 201 HE1,Ameri National Government,SS,202710,active,20271010423,blended
202710PA317HE110424,PA 317 HE1,Internship,SS,202710,active,20271010424,blended
202710SA1010210425,SA 101 02,Elementary Spanish,EN,202710,active,20271010425,on_campus
202710SA1010310426,SA 101 03,Elementary Spanish,EN,202710,active,20271010426,on_campus
202710SA1020110427,SA 102 01,Elementary Spanish II,EN,202710,active,20271010427,on_campus
202710EN201E0310428,EN 201 E03,World Literature,EN,202710,active,20271010428,online
202710EN201E0410429,EN 201 E04,World Literature,EN,202710,active,20271010429,online
202710EN3020110430,EN 302 01,Writing on the Job,EN,202710,active,20271010430,on_campus
202710EN307HE110431,EN 307 HE1,Introduction to Fiction,EN,202710,active,20271010431,blended
202710EN366HE110432,EN 366 HE1,Special Topics in Africana Lit,EN,202710,active,20271010432,blended
202710HI102E0110437,HI 102 E01,World History after 1500,SS,202710,active,20271010437,online
202710PL206B0110440,PL 206B 01,Legal Advocacy&Critical Reason,ROOT,202710,active,20271010440,on_campus
202710PL206C0110441,PL 206C 01,Legal Advocacy&Critical Reason,ROOT,202710,active,20271010441,on_campus
202710BA209E0110442,BA 209 E01,Principles of Macroeconomics,BA,202710,active,20271010442,online
202710PED500E0110443,PED 500 E01,Sport Marketing Strategy,HPER,202710,active,20271010443,online
202710PED501E0110444,PED 501 E01,Sport Law,HPER,202710,active,20271010444,online
202710PED523E0110445,PED 523 E01,Sport & Social Responsibility,HPER,202710,active,20271010445,online
202710PED527E0110446,PED 527 E01,Sport Nutrition,HPER,202710,active,20271010446,online
202710PED5310110447,PED 531 01,Internship,HPER,202710,active,20271010447,on_campus
202710MC3000110448,MC 300 01,Media Writing,MC,202710,active,20271010448,on_campus
202710MC3110110449,MC 311 01,Newspaper Editing,MC,202710,active,20271010449,on_campus
202710MC3130110450,MC 313 01,Photojournalism,MC,202710,active,20271010450,on_campus
202710MC315A0110451,MC 315A 01,Radio-Television Practicum,MC,202710,active,20271010451,on_campus
202710MC316A0110452,MC 316A 01,Journalism Practicum,MC,202710,active,20271010452,on_campus
202710MC3200110453,MC 320 01,Radio Production,MC,202710,active,20271010453,on_campus
202710MC3370110454,MC 337 01,Television Production I,MC,202710,active,20271010454,on_campus
202710MC3500110455,MC 350 01,Newspaper Layout and Web Desig,MC,202710,active,20271010455,on_campus
202710MC3600110456,MC 360 01,"Race, Gender, Class and Media",MC,202710,active,20271010456,on_campus
202710MC4000110457,MC 400 01,Principles of Advertising,MC,202710,active,20271010457,on_campus
202710MC4300110458,MC 430 01,Public Relations,MC,202710,active,20271010458,on_campus
202710MC4400110459,MC 440 01,Public Relations Research,MC,202710,active,20271010459,on_campus
202710SP1910110460,SP 191 01,Freshman Seminar,MC,202710,active,20271010460,on_campus
202710SP340E0110461,SP 340 E01,Issu. In Comm.:Gender&Ethnicit,MC,202710,active,20271010461,online
202710SP4050110462,SP 405 01,Business & Professional Commun,MC,202710,active,20271010462,on_campus
202710SP4200110463,SP 420 01,Nonverbal Communication,MC,202710,active,20271010463,on_campus
202710SP4300110464,SP 430 01,Persuasion,MC,202710,active,20271010464,on_campus
202710TH3050110465,TH 305 01,Acting I,FA,202710,active,20271010465,on_campus
202710SP4910110466,SP 491 01,Senior Seminar,MC,202710,active,20271010466,on_campus
202710BA2090110467,BA 209 01,Principles of Macroeconomics,BA,202710,active,20271010467,on_campus
202710BA2090210468,BA 209 02,Principles of Macroeconomics,BA,202710,active,20271010468,on_campus
202710SP201E0110469,SP 201 E01,Fundamental of Public Speaking,MC,202710,active,20271010469,online
202710SP201E0210470,SP 201 E02,Fundamental of Public Speaking,MC,202710,active,20271010470,online
202710SP2010110471,SP 201 01,Fundamental of Public Speaking,MC,202710,active,20271010471,on_campus
202710SP2010210472,SP 201 02,Fundamental of Public Speaking,MC,202710,active,20271010472,on_campus
202710SP2010410474,SP 201 04,Fundamental of Public Speaking,MC,202710,active,20271010474,on_campus
202710SP301E0110475,SP 301 E01,Survey of Human Communication,MC,202710,active,20271010475,online
202710MJ500HE110476,MJ 500 HE1,Print Media,MC,202710,active,20271010476,blended
202710MJ5020110477,MJ 502 01,Online Media,MC,202710,active,20271010477,on_campus
202710MJ5350110478,MJ 535 01,Social Media Practices Mobile,MC,202710,active,20271010478,on_campus
202710MJ540E0110480,MJ 540 E01,Desgn Prin for Dig Multimedia,MC,202710,active,20271010480,online
202710MJ550E0110481,MJ 550 E01,Communication Research Methods,MC,202710,active,20271010481,online
202710MJ570HE110482,MJ 570 HE1,Internship,MC,202710,active,20271010482,blended
202710MC455HE110483,MC 455 HE1,Senior Project,MC,202710,active,20271010483,blended
202710FY1010110484,FY 101 01,Freshmen Year Experience Sem.,UC,202710,active,20271010484,on_campus
202710FY1010210485,FY 101 02,Freshmen Year Experience Sem.,UC,202710,active,20271010485,on_campus
202710FY1010310486,FY 101 03,Freshmen Year Experience Sem.,UC,202710,active,20271010486,on_campus
202710FY1010410487,FY 101 04,Freshmen Year Experience Sem.,UC,202710,active,20271010487,on_campus
202710FY1010510488,FY 101 05,Freshmen Year Experience Sem.,UC,202710,active,20271010488,on_campus
202710SK1070110489,SK 107 01,Basic Reading Skills,UC,202710,active,20271010489,on_campus
202710SK1070210490,SK 107 02,Basic Reading Skills,UC,202710,active,20271010490,on_campus
202710SK1070310491,SK 107 03,Basic Reading Skills,UC,202710,active,20271010491,on_campus
202710SK1070410492,SK 107 04,Basic Reading Skills,UC,202710,active,20271010492,on_campus
202710SK1020110493,SK 102 01,Academic Support Laboratory,UC,202710,active,20271010493,on_campus
202710SK1020210494,SK 102 02,Academic Support Laboratory,UC,202710,active,20271010494,on_campus
202710SK1020310495,SK 102 03,Academic Support Laboratory,UC,202710,active,20271010495,on_campus
202710SK1030110496,SK 103 01,Academic Support Laboratory,UC,202710,active,20271010496,on_campus
202710HI4010110497,HI 401 01,Topics in World History,SS,202710,active,20271010497,on_campus
202710AC405E0110498,AC 405 E01,Auditing Theory and Practice,BA,202710,active,20271010498,online
202710SC151L0210499,SC 151L 02,Surv. Biological Sci I Lab,NSEH,202710,active,20271010499,on_campus
202710MU201U0110500,MU 201U 01,Concert Band,FA,202710,active,20271010500,on_campus
202710MU201Y0110501,MU 201Y 01,Valley Singers,FA,202710,active,20271010501,on_campus
202710MU301Y0110502,MU 301Y 01,Valley Singers,FA,202710,active,20271010502,on_campus
202710MU401Y0110503,MU 401Y 01,Valley Singers,FA,202710,active,20271010503,on_campus
202710OMP310E0110504,OMP 310 E01,The Adult Journey,BA,202710,active,20271010504,online
202710OMP320E0110505,OMP 320 E01,Group and Team Dynamics,BA,202710,active,20271010505,online
202710OMP330E0110506,OMP 330 E01,Organizational Behavior,BA,202710,active,20271010506,online
202710OMP340E0110507,OMP 340 E01,Organizational Communications,BA,202710,active,20271010507,online
202710OMP410E0110508,OMP 410 E01,Marketing for Managers,BA,202710,active,20271010508,online
202710OMP420E0110509,OMP 420 E01,Finance for Managers,BA,202710,active,20271010509,online
202710OMP430E0110511,OMP 430 E01,Business Ethics/Individual Val,BA,202710,active,20271010511,online
202710OMP440E0110512,OMP 440 E01,Domestic Business Issues,BA,202710,active,20271010512,online
202710ET474E0110513,ET 474 E01,Supervisory Management,ET,202710,active,20271010513,online
202710EC3090110514,EC 309 01,Cltrl Dvrst- Early Chldhd Educ,ED,202710,active,20271010514,on_campus
